filename,speaker,tags,transcription,
BADFORCOLON.mp3,"cat, doug",colon,"cat: I think its bad for your colon. Doug: I suspect it is, things get stuffed up in there",
BADASSATABBQ.mp3,unknown,bbq,I wanna be the baddest ass at the bbq,
BALLOONPARTY.wav,joe strauss,"party, balloon",lets have a balloon party,
BALLSDIFFERENT.wav,doug,"balls, different",maybe the balls are a little bit different?!,
BANGDOUGONSIDE.mp3,tim,"bang, sidepiece ",you can still bang doug on the side,
BANGWEATHERGUY.mp3,tim,"banged, little rock, weather guy",I banged the weather guy down in little rock,
BANGYOURIGHTNOW-IGGY.mp3,iggy,"iggy, bang",I would bang you right now if you let me,
BANGINGEVERYTHING.mp3,jay jr,"banging, jennings",bangin everything left and right,
BAREBACK.mp3,tim,bareback,depends on if you go bareback,
BASEBALLINSIDERS.mp3,cat,"baseball insiders, sfw",were pure baseball insiders,
BATWINGSEASON.wav,tim,batwing season,batwing season is upon us,
BATWING.wav,tim,batwing,can you see my batwing today?,
BATHROBE.wav,jeff abeln,"bathrobe, p diddy",I went with like a white pdiddy bathrobe,
BEAKER.wav,willy,"beaker, kansas",beaker!,
BEARCLAWS.wav,charlie,"bearclaws, charlie","I used to eat bearclaws, two at a time",
BEDNBREAKFAST.mp3,cat,bed n breakfast,bed and breakfast?  Thats the way.no,
BEGGINGFORFOOD.mp3,charlie,"suck, food, begging","ugh these guys suck, begging for food already",
BEINGAGOODBOTTOM.mp3,tim,"bottom, bottoming","its like being a bottom, a really good bottom, youre used to is",
BEINGAROUSED.mp3,charlie,"guy, aroused",guy being aroused,
BEINGWITHAGENTLEMAN.mp3,unknown man,gentleman,"well it started as that, and it turned into just being with a gentleman",
BELLS.wav,sound effect,"winner, email of day winner",*email of day winner bells*,
BERMAN.mp3,charlie,chris berman,*berman like noise*,
BESTINTHEWORLDATWHATIDO-LARRY.mp3,larry,"best, larry, lawrence, nickel","yea, Im the best in the world at what I do",
BESTSEX-TIMBERFAKE.mp3,timberfake,"sex, timberfake, playbaby",thats the best sex that Ive ever had though,
BESTTHINGYOU'VEEVERSAID.mp3,charlie,"best thing, charlie, agreement, sfw",that would be the best thing youve ever said,
BETTERTHANCHICAGO.mp3,cat,"chicago, sfw",were better than chicago,
BETTERTHANDOUG.mp3,caller adam,"doug, savard, kmov","doug youre nothing but a talking head, savards better than you, shut up",
BFIBCHECKIN.wav,joe strauss,"bfib, best fans, strauss",the bfib check in,
BFIBWAVE.mp3,unknown man,"bfib, wave","the waves horrible, the bfibs love it!",
BIGBALLS.wav,willy,"balls, willy","oh, theyre big balls",
BIGBIGPROBLEM.mp3,doug,big problem,"they have a big, big problem with that one",
BIGBOOBS-ADAM.mp3,caller adam,"boobs, caller adam, big boobs",she has real big boobs,
BIGBOYS=GRETZKY.mp3,wayne gretzky,"big boys, wayne gretzky",theres some big boys out there,
BIGISSUES.mp3,unknown man,"big issues, sit in corner",doug just go sit in a corner and pretend these arent big issues,
BIGLOIN.mp3,plowboy,"big loin, plowboy, loin",it was kind of a big loin,
BIGMAN.wav,charlie,"big man, call in, sfw",why dont you call in big man,
BIGMAN(DANNYMAC).wav,danny mac,"big man, danny mac, dan",do it yourself big man!,
BIGONE.wav,plowboy,big one,its a big one,
BIGSAUSAGE.mp3,alpena,"big sausage, alpena",do you wanna get a big sausage tonight?,
BIGTWIG.wav,darren pang,"twig, pang, hockey",he got the big large twig on that one!,
BIRTHDAYDRUNK.mp3,larry,"drunk, larry, birthday","cuz its my birthday today, I might get drunk",
BISCUIT.wav,Rich from Maryland Heights,"rich, maryland heights, biscuit, delightful, mcdonalds","when you get a nice fresh biscuit, its delightful",
BISEXUALFRIENDS.mp3,katie kay,"bisexual, katie kay",my best friend in college is bisexual,
BITOFAFUSS.wav,willy,"fuss, morning","youre in a bit of a fuss this morning, arent ya",
BITCHESDIGME.mp3,tim,"dig, bitches",man bitches dig me,
BLACKGENTLEMAN.mp3,doug,"black gentleman, manchild, toe ring",shes looking for a black gentleman,
BLACKMAN.wav,tim,"black man, manchild, toe ring",have you ever been with a black man?,
BLACKQUARTERBACKS.mp3,jay jr,"jay, african american, quarterback","if youre drunk at 2 in the morning and wanna be with an african american quarterback, heres my number",
BLACKHAWKS=LESBIANISM.mp3,tim,"lesbian, lesbianism, blackhawks",the blackhawks provide the most likely scenario for lesbianism,
BLONDTH.wav,tim,blond,blondth,
BLOWDOUGSTOP-LARRY.mp3,larry,"larry, top",I was trying to get doug to blow his top,
BLUESDIDIT.mp3,tim,blues,"well doug, the blues did it",
BLUFFING.mp3,unknown man,bluffing,you think Im bluffing?,
BOHART.mp3,tim,"bo hart, tattoo, ass cheek",I have a bo hart on my left asscheek,
BOHART.wav,doug,bo hart,bo hart was a heckuva player,
BOBHOPEOFSPORTSTALK.mp3,tim,"bob hope, radio",hes the bob hope of local sports talk,
BOBBYVESTALSUCKS.mp3,timberfake,"bobby vestal, bobby bestal, timberfake, sucks",bobby vestal that guy sucks,
BOOBAGE.mp3,unknown woman,boobs,a lot of boobage,
BOOBSGALORE.mp3,jay jr,boobs ,shes got boobs galore,
BOOM-SHAKA-LAKA.wav,joe roderick,boom shaka laka,"boom shaka laka, I got a hand, thatll rock your cradle",
BOOZEDUP.mp3,tim,"boozed, booze, drunk, party",just get really boozed up,
BOSSYCHATTERBOX.wav,cat,"bossy, chatterbox, talkative",youre a bossy chatterbox,
BOTHOFTHEM.mp3,tim,"both, bofem",bof of em,
BOUNTIFULLOIN.mp3,cat,"loin, bountiful, cat",you happen to have a bountiful loin,
BOUT2GETREAL.wav,doug,"real, real in here",its bout to get real in here,
BOWTIE.mp3,tim,bowtie,why the bowtie?,
BOYCANAL.mp3,tim,boy canal,keep that boy canal nice,
BOYDUNGEON-LARRY.mp3,larry,"boy dungeon, larry",your boy dungeon ,
BOYPIG.wav,cat,"boy pig, cat",I like when you call me a boy pig,
BOYWHORE.mp3,tim,boy whore,"yea, Im a boy whore",
BOYCOTTKMOV.mp3,caller adam,"kmov, caller adam, local news","boycott KMOV, its a piece of crap station",
BREAKINGITDOWN.mp3,caller ellen,"breaking it down, ellen",well you guys just keep breaking it down,
BREWERSSERIES.mp3,charlie,"brewers, charlie, baseball series, cardinals, sfw","Ill tell ya what, Im excited for this brewers series",
BROADBANGME.mp3,tim,"broad, bang",just another broad who wants to bang me,
BROKEROUTTIMEBITCH.mp3,tim,"broker, time, am sports talk radio",I broker out the time bitch,
BRUCEPEARL.wav,rondo,"bruce pearl, tennesee, rondo",free bruce pearl,
BUFFERING.wav,plowboy,"buffering, plowboy",oh its buffering so bad right now,
BUILTABRIDGEANDGOTOVERIT.mp3,larry,"bridge, get over it, larry","I built a bridge, and got over it",
BULLANDAPACHESHARE.mp3,bull,"bull, apache, mistress amy, share",mistriss amy is shared by me and the apache,
BULLISNOTAWHORE.mp3,bull,"bull, whore",im not the big whore that everybody makes me out to be,
BULLNEVERGIVESUP.mp3,bull,"bull, give up",a bull never gives up,
BULLPOTENTIAL.mp3,bull,"bull, potential",he has the potential to be a great bull,
BULLSAREDOMS.mp3,bull,"bull, sub, dom, bdsm","bulls arent subs, were doms",
BUNCHOFIDIOTS.wav,unknown man,idiots,buncha idiots out here,
BURLEYGENTLEMAN.mp3,doug,"gentleman, bear, burley",would you consider yourself a burley gentleman?,
BURNINHELL.wav,willy,"willy, burn in hell","youre going to burn in hell, pal",
BURN.wav,tim,burn,burn!,
BUSINESSWILLTREBBLE.wav,cat,"treble, business, jhe",their business would treble,
BUTC'MON.wav,unknown man,cmon,"but, uh, cmon",
BUSINESSMENSPECIALS.mp3,doug,business mans special,business mans special,
BUTTPLUG-R2D2.mp3,tim,"r2d2, buttplug",I have an r2d2 that I use as a buttplug,
BamGerbil.mp3,steve harvey,"gerbil, steve harvey","bam, gerbil!",
C'MONCAT.wav,rudy,rudy,cmon cat,
C'MON!!.wav,charlie,"cmon, charlie, sfw",cmon!,
CALMAY(STAN).mp3,calmay,"stan musial, sick, matt carpenter, lackey, calmay","matt did you know in the top of the 4th, don mattingly said that it makes him think that stan musial is in that body and running around here",
CALMAYLAUGH.mp3,calmay,"laugh, calmay",hahaha,
CALMAY-BALLINHOOP.mp3,calmay,"hoops, calmay, basketball",coach what goes through your mind when you see the ball actually go through the hoop there,
CALMAY-WISCONSINPLAYER.mp3,calmay,"calmay, wisconsin, coach",coach how cool was it that it was a wisconson player that sank the winning shot?  ,
CALLIN(CAT).mp3,cat,"call in big man, call-in",call in big man!,
CALLIN(MIX).wav,doug,call in big man,doug: call in    -    danny mac: big man!,
CALLINBEFOREBED.mp3,larry,"call in, bed, larry",Ill call in before I go to bed tonight,
CALLINDUDE.wav,plowboy,"call in, dude, plowboy","why dont you call in, dude",
CALLINPRINCESS.wav,willy,"princess, call in, willy",why dont you call in princess,
CALLYOUDADDY.mp3,unknown woman,daddy,I like calling you daddy!,
CALLERADAM-FANPAGE.mp3,caller adam,"fan page, finpin, facebook",tim did you see what happened on the fan page last night?,
CALLERJORDANASMOKESHOW.mp3,tim,"caller jordan, smokeshow","caller jordan is a smokeshow, doug needs to get with that",
CANIBESUSPENDED.mp3,gabe,"suspended, gabe, suspension",can I be suspended for like 20 mins?,
CANICONTINUE-LARRY.mp3,larry,"continue, larry, interrupt ",can I continue doug?,
CANNOTVALIDATE.mp3,tim,validate,"we wanna make it clear, we cannot validate",
CANTFIGHTKARMA.wav,Rich from Maryland Heights,"rich, maryland heights, karma","you cant fight karma, karma will always win",
CARBONFOOTPRINT.mp3,charlie,"footprint, carbon, polution",reduce your carbon footprint,
CARDINALSLOST-MIKELEE.mp3,mike lee,"cardinals lost, mike lee","cardinals lost again, huh?",
CARDINALSOFFENSE-SLAPDICKAROUND.mp3,tim,"slap dick, cardinals offense",the offense continues to just slap dick around,
CARDINALSSTINK.mp3,mike lee,"mike lee, cardinals stink",cardinals stink!,
CARDINALSWON-MIKELEE.mp3,mike lee,"mike lee, cardinals won",cardinals won huh?,
CARDSARECOMING.mp3,larry,"larry, cardinals are coming, tra la","by the way, the cardinals are coming, tra la tra la",
CARDSFANSBITCHY.mp3,doug,"cardinal fans, bfib, bitchy, racist",cardinal fans are bitchy and racist,
CARE.wav,frank,"do you care, frank",do you care?,
CARLOSMARTINEXTATS-TIMBERFAKE.mp3,timberfake,"carlos martinez, timberfake, tattoo, momma","I get tattoos of carlos martinez, on my mama",
CARLOSMARTINEZ.mp3,tim,carlos martinez,carlos martinez! Another great start!,
CARRYON.wav,unknown man,carry on,carry on,
CASECLOSED.wav,plowboy,"plowboy, case closed",case closed,
CASSIDEY.wav,cassidey,"cassidey, porn, stag",yeah!,
CATANDDOUGSEX-FRANK.mp3,frank,frank,"jim the cat hayes, having action with doug vaughn",
CATBULLCRAP.mp3,cat,"bullcrap, cat","boy, Im tired of hearing your bullcrap",
CATFANS-STRAUSS.mp3,tim and strauss,"cats fans, strauss",tim: and what are the cats fans?  Strauss: delusional for sure,
CATISELITE.mp3,charlie,"charlie, elite, status, cat",the cat though has really reached elite level status,
CATSOUND.wav,tim,"cat noise, purr",*kitten purr**,
CATWEARSPRADA.wav,tim,"cat, prada, clothes",the cat wears prada!,
CAT'SPOEM.mp3,cat,"poem, cat, freedom","birds, tree life, fly fly fly, picking pecking poking, freedom",
CATSACOOLCAT-TIMBERFAKE.mp3,timberfake,"cat, cool, timberfake",the cats a cool cat!,
CATSFATALBERTIMPRESSION.mp3,cat,"fat albert, cat",**fat albert sounds**,
CAUGHTMEWET.mp3,unknown man,wet,ya caught me wet,
CAULKS.wav,cat,"cat, caulks, white, whites",you dont want to hang out with caulks!,
CBSSPORTSGAYERTHANYOU.mp3,charlie,"cbs 920, gay, gayer","cbs sports 920, we are gayer than you",
CELEBRITY.wav,willy,"celebrity, willy",I am like a celebrity in that neighborhood,
CELLULITE.wav,tim,"cellulite, fat",cellulite on cellulite brother,
CENTRALDIV=BANGED.mp3,tim,"central division, banged",so if youre in the central division you just get banged,
CHAMBERS.wav,tretter,"chambers, tretter",chambers you my boy!,
CHAMP.mp3,timberfake,"champ, timberfake, strap, boxing",im the champ,
CHAMPION.wav,willy,"champion, willy",im a champion brother,
CHAPPSGODIE.mp3,charlie,"charlie, chapps, die",chapps go die,
CHARITY.wav,cat,"wallet, shut up, cat",open your wallet and close your yap,
CHARLIEASDOUG.mp3,charlie,"news, sportscast, sports final, kmov, ktvi, fox","good evening, sports fans, doug vaughn here with your sportscast.  Our top story tonight, Jon Jay will be back tomorrow, heres him getting a hit in 2012",
CHARLIEIDOKI.mp3,charlie,"koko idoki, charlie, golf",okie dokie kokie idoky!,
CHARLIELAUGH2.mp3,charlie,"laugh, charlie, sfw",ha ha,
CHARLIELAUGH.wav,charlie,"laugh, charlie",ha ha ha,
CHARLIENOTACARDINALSFAN.mp3,charlie,"cardinals fan, charlie, sfw",im not neccesarily a big st. louis cardinals fan,
CHARLIE'SSPANISH.mp3,charlie,"spanish, bano, charlie",puedo ir al bano?,
CHARLIESUNDERWEAR.mp3,cat,"charlie, underwear",and youd like charlies underwear?,
CHASINGTAIL.mp3,charlie,"chasing tail, charlie",been chasing tail,
CHECKPLEASE.mp3,cat,"check please, cat",check please!,
CHERRYBOMBS.mp3,akoostic sessions ,"cherry, bombs, moms, akoostic sessions","cherry bombs, smoke bombs with ya moms",
CHESTSLAP.mp3,patrick imig,"chest slap, imig",give a chest slap to willy,
CHICAGO.wav,joe strauss,"strauss, chicago",hey were better than chicago!,
CHICKY-CHICKYPARMPARM.mp3,doug,"chickey parm, chicken, parmesan",chicky chicky parm parm,
CHIEFJUSTICE.wav,tim,chief justice,cmon chief justice!,
CHILLOUT.mp3,unknown man,chill out,yea Im here man chill out,
CHINSTRAPBUCKLED-HOUSTONNUTT.mp3,houston nutt,"chin straps, houston nutt","if you dont have two chin straps buckled, you gonna get beat!",
CHOCOLATEBUNNIES.mp3,frank,"chocolate bunnies, frank",frank do you like chocolate bunnies?,
CHOCOLATELONGJOHNS.wav,unknown woman,"woman, chocolate long johns, donuts",chocolate long johns are my favorite,
"CHOCOLATE,THICK.wav",willy,"chocolate, thick","chocolate, thick",
CHOKELIKEAWHORE.mp3,unknown man,"choke, whore, gag",I choke like a whore without a gag reflex,
CITYLOVESWILLIE.wav,willy,willy,the city loves willy,
CLASSICGOTOBAT.mp3,unknown man,"classic go to bat, fsn","classic, go to bat!",
CLEANTHOSEFIXINS.wav,kenny powers,"fixins, kenny powers, eastbound and down",you clean up those fixins right now!,
CLINEZOMBIE.wav,david cline,"david cline hedonism, zombies",david cline singing zombies,
CLIPTHATOFF.mp3,plowboy,"clip that off, plowboy, sfw",clip that off,
CLOSEENOUGHJACKASS.mp3,charlie,"close enough jackass, charlie","thats close enough, jackass",
COACHINGINSTLOUIS.mp3,prodjoe,"producer joe, prodjoe, coaching, rams, sfw",boy theres a high bar set here for coaching in st. louis apparantly,
COMEDOWNUPON.mp3,prodjoe,"cum, come down upon, prodjoe, producer joe",doug deserves to be come down upon as well,
COMEHEREBIGFELLA-FRANK.mp3,frank,"big fella, frank",come her big fella,
COMEONINWATERISWARM.mp3,tim,"water, warm, come in",come on in the water is warm,
COMEONOUT.wav,tim,"come on out, inside","it didnt remain inside of me, oh, come on out",
COMEONTOYOURSELF.mp3,cat,"come onto, cat, hit on","well you stand in line, and you come onto yourself",
COMINGONMYCHEST.mp3,tim,"come, chest, cometh, x-man",the x-man cometh all over my chest,
COMINGOUT.wav,tim,coming out,oh wow looks like someone is coming out,
COMINGTOTHEBALLYARD.mp3,tim,ball yard,are any one of you guys coming to the ballyard tomorrow,
COMMERCIALS.wav,unknown man,commercials,nice listening to all of those commercials you were rolling out there before you had me on,
COMPLIMENTFORDOUG-GOOLD.mp3,goold,"compliment, doug, goold",I had a compliment ready for doug,
CONDESCENDINGRESPONSE.wav,tim,"response, condescending",I appreciate the condescending response,
CONGALINE.mp3,cat,"conga, singing",*cat making singing noises*,
CONGRATULATIONS.wav,erin andrews,"erin andrews, congratulations ",congratulations!,
COONSKINPANTIES.wav,doug,coonskin boy panties,where they able to fit you in some coon skin boy panties?,
COUNTRYJUSTICE.wav,doug,"justice, country",thats country justice there!,
CRABASSDOUG.mp3,unknown man,"crabby, grumpy",so doug why you being such a crabass today to all the callers?,
CRAPPYGAME.mp3,tim,crappy game,that was a crappy game,
CREEPAHOLIC.wav,plowboy,"creepy, creepaholic",creepaholic,
CUBSCUBSCUBS.wav,unknown man,cubs,cubs cubs cubs,
CUCKEDBYTHEBULL.mp3,tim,"bull, cuck","well didnt jimmy the bull try to cuck you, bro?",
CUCKHOLD-PLOWSY.mp3,plowboy,"cuckold, plowboy",thats not considered cuckold in my eyes,
CUCKOLDBEAT.mp3,tim,cuckold beat,from the cuckold beat,
CUCKOLDJAYJR.mp3,jay jr,"jennings, cuckold",that would have been an early cuck situation,
CUCKOLDON.mp3,alpena,"cuckold, alpena","if you can get your cuckold on, do it!",
CUCKOLDSCENE.mp3,tim,cuckold,theres a cuckold scene?,
CUCKOLDSITUATION.mp3,plowboy,"plowboy, cuckold",yes I have a cuckold situation,
CUDDLEUP.wav,jay jr,"cuddle, jay",cuddle up!,
CUDDLE-FREAKOUT.mp3,unknown man,"cuddle, twink","if you told me I couldnt cuddle with someone, Id freak out",
CUETOGREAT-O.mp3,charlie,"cueto, charlie, 2Fox","cueto cueto, really greato",
CURIOUSHAND.mp3,tim,"curious, loin, hand",but then all the sudden you find yourself with a curious hand in your loin,
CURIOUSYOUNGLADY.wav,unknown woman,"curious, lesbian",I was a curious young lady!,
CUTIEPANTS.mp3,cat,"cutie pants, cat","bring it over here, cutie pants",
CalMay=Heyward.wav,cal may,"cal may, calvin, heyward",what did your grandma think?,
CalMaywithAnotherTerribleQuestiontoBrandonMoss.mp3,cal may,"cal may, brandon moss",were you surprised on how far the homerun went?,
CharlieWantsToMarryDoug.mp3,charlie,"married, wife","doug was never going to leave his wife for me, so I figured I might as well marry a woman",
DARAIDERS.mp3,charlie,"raiders, berman",da raiders!,
DAMNCOLD.wav,doug,cold,so damn cold!,
DAMNGINA.wav,tim,gina damn,damn gina!,
DAMNJANIE.mp3,tim,janie damn,damn janie!,
DAMNITWEEZER.wav,tim,damn weezer,damnit weezer!,
DANMARSHALL-WOMENSTATION.mp3,dan marshall,"dan marshall, the woman 1380",the woman station was just something that hit me like a bolt of lightening ,
DANCELTD.mp3,doug,dance,"did you dance like the dickens, did you?",
DEALSADEAL.mp3,plowboy,deals,deals a deal,
DECATUR.wav,unknown man,decatur,"decatur, I hardly know her",
DARNSERIOUSJOURNALISM.wav,dougq,"journalism, 4fox, kmov",I thought it was darn serious journalism,
DARNTOOTIN.wav,cat,darn tootin,youre darn tootin,
DAYBYDAY.wav,plowboy,day by day plowboy,I just uh live day by day buddy,
DAY'SWORKDOUGIE.wav,unknown man,days work,"all in a days work, dougie",
DECENTQUESTIONS.wav,unknown man,decent questions,do you guys have any decent questions?,
DEEPANDSOFTKISSING.mp3,tim,"kissing, lesbian, soft",are you engaging in a lot of deep and soft kissing right now?,
DEEPKISSING.mp3,jay jy,"kissing, #fff",do you like deep kissing or soft kissing?,
DEEPTEASE.mp3,tim,"testical, deep tease","and coming up, one of our board operators is going to sell one of his testicals for $40,000!",
DEEPTHOUGHTSMYJAM.mp3,unknown woman,"bachelorette bachelor, deep thoughts",deep intelectual things are just my jam,
DEKEDOTEM-DANNYMAC.mp3,dan mac,"deke dotem, danny mac, fsnmw, freedotem",so best wishes to Mr. Dotem,
DEKEDOTEM-LARRY.mp3,larry nickel,deke dotem larry,deke dotem!,
DEKEDOTEM.mp3,mike lee,deke dotem mike lee,deke dotem,
DEKEYDOTEM-TIMBERFAKE.mp3,timberfake,"deke dotem, dekey, timberfake, freedotem","so whos dekey dotem , I dont get that",
DICKENS.wav,unknown man,dickens,like the dickens,
DIFFERENCEAWEEK.wav,jeff fischer,"jeff fischer, rams",completely different what a week makes,
DIMEBAGS.wav,plowboy,"dime bags, plowboy, weed",no dime bags being thrown out,
DIN-DIN.wav,willy,"dinner, din din, willy",din din,
DINGDINGDING-RICH.mp3,Rich from Maryland Heights,"rich, ding",ding ding ding ding ding,
DIRTYLEMMING.mp3,cat,"lemming, cat",you dirty lemming,
DIRTYUP.wav,tim,dirty,what you do is you dirty up the place,
"DISAPPOINT,DOUG.mp3",janie the lesbian,disappoint,sorry to disappoint doug,
DISGUSTINGHUMANBEING.wav,tim,"disgusting, hideous ",I mean what a horribly hideous human being I am,
DIVA.wav,plowyboy,"diva, plowboy","like I was a diva, ya know?",
DNAONYOURCHEST.wav,tim,"dna, chest",DNA on your chest,
DOFITCHICK-LARRY.mp3,larry,"fitchick, larry",well Ima try to do fitchick,
DOITDOUG-LARRY.mp3,larry,"larry, doug, do it",do it doug,
DOIT.wav,arnold schwarzenegger,do it,do it!,
DOESNTMATTERWHATYOUSAY-LARRY.mp3,larry,doesnt matter,doesnt matter what you say!,
"DOGFIGHT,BLOODBATH.wav",Rich from Maryland Heights,"dogfight, blood bath","its going to be a dog fight, its going to be a blood bath",
DOGGYSTYLE-LARRY.mp3,larry,"doggystyle, larry",get it done doggystyle,
DOINGSHOWPREP.mp3,larry,"larry, show prep",im doing show prep,
DOLPHIN.wav,tim,"dolphin, laugh",*tim dolphin cackle*,
DON'TGOTCHOPS.mp3,charlie,"charlie, chops","yea, you dont got the chops",
DON'TLIKETHEWHITES.mp3,tim,whites,I dont like the whites,
DON'TPEE.mp3,willy,pee,"you dont want to pee either, they can smell the human pee",
DON'TTOUCHIT.mp3,doug,touch,dont touch it,
DONEJIM.wav,unknown man,jim,Im done Jim!,
DONTCAREABOUTHER.mp3,unknown man,care,yea I dont care about her,
DONTCARE-MO.mp3,mo,john mozeliak,"back it up a bit, dont really care",
DONTCARE.wav,doug,"doug, care","we dont care, we really dont care what you want!",
DONTGETMESTARTED-LARRY.mp3,larry,"doug, started","doug, dont get me started!",
DONTGOTOPHONELINES.mp3,tim,phones,doug should I not go to the phones anymore?,
DONTHAVECOPY.mp3,plowboy,"copy, plowboy",sorry tim I dont have the copy in front of me,
DONTKNOW.wav,unknown woman,know,I dont wanna know,
DONTMESSWITHME.wav,Rich from Maryland Heights,"rich, mess",dont mess with me,
